X,Y,Z
-0.386719,-0.124337,-2.15978
-0.389955,-0.130659,-2.16127
-0.378906,-0.132426,-2.15374
-0.383854,-0.130659,-2.16127
-0.253906,-0.131318,-2.15846
-0.250209,-0.130659,-2.16127
-0.00390625,-0.125964,-2.16016
-0.00135074,-0.130659,-2.16127
-0.000626625,-0.132445,-2.15366
-0.394531,-0.134155,-2.16209
-0.389287,-0.138265,-2.16305
-0.386719,-0.138893,-2.16038
-0.386719,-0.134852,-2.16225
-0.253906,-0.139464,-2.15794
-0.248826,-0.138265,-2.16305
-0.238281,-0.138447,-2.16227
4.27291e-06,-0.138265,-2.16305
0.000930679,-0.14005,-2.15545
-0.386719,-0.141065,-2.16371
-0.378906,-0.146916,-2.16038
-0.382875,-0.145871,-2.16484
-0.261719,-0.147543,-2.15771
-0.253906,-0.146887,-2.16051
-0.247583,-0.145871,-2.16484
-0.238281,-0.13921,-2.16327
-0.245588,-0.145871,-2.16484
0.00213666,-0.145871,-2.16484
-0.378906,-0.148722,-2.16551
-0.371094,-0.155235,-2.15913
-0.374831,-0.153477,-2.16662
-0.371005,-0.155262,-2.15902
-0.292969,-0.155143,-2.15952
-0.285156,-0.154543,-2.16208
-0.277344,-0.154048,-2.16419
-0.269531,-0.154729,-2.16128
-0.261719,-0.154918,-2.16048
-0.253906,-0.153954,-2.16459
-0.247862,-0.153477,-2.16662
-0.246094,-0.15371,-2.16563
-0.245694,-0.153477,-2.16662
0.00210381,-0.153477,-2.16662
0.0273438,-0.1551,-2.15971
-0.371094,-0.157185,-2.16749
-0.363281,-0.161702,-2.16577
-0.366528,-0.161082,-2.16841
-0.355469,-0.162244,-2.16346
-0.308594,-0.162417,-2.16272
-0.300781,-0.162075,-2.16418
-0.292969,-0.161386,-2.16711
-0.285156,-0.159297,-2.16799
-0.289951,-0.161082,-2.16841
-0.277344,-0.159469,-2.16803
-0.269531,-0.159549,-2.16805
-0.261719,-0.158418,-2.16778
-0.253906,-0.156015,-2.16722
-0.246094,-0.162805,-2.16107
-0.243175,-0.161082,-2.16841
0.00331656,-0.161082,-2.16841
0.0273438,-0.16216,-2.16382
-0.363281,-0.163913,-2.16907
-0.355469,-0.166346,-2.16964
-0.347656,-0.169429,-2.16704
-0.352115,-0.168688,-2.17019
-0.324219,-0.169874,-2.16514
-0.316406,-0.168702,-2.17013
-0.316254,-0.168688,-2.17019
-0.308594,-0.165837,-2.16952
-0.300781,-0.164846,-2.16929
-0.292969,-0.162782,-2.16881
-0.280806,-0.168688,-2.17019
-0.277344,-0.168954,-2.16906
-0.277344,-0.163548,-2.16899
-0.273394,-0.168688,-2.17019
-0.238281,-0.167683,-2.16996
-0.238281,-0.168845,-2.16953
-0.237875,-0.168688,-2.17019
0.00154581,-0.168688,-2.17019
0.00111247,-0.170473,-2.16259
0.0273438,-0.169564,-2.16646
-0.347656,-0.173738,-2.17138
-0.339844,-0.176968,-2.16911
-0.344895,-0.176294,-2.17198
-0.332031,-0.17722,-2.16803
-0.32613,-0.176294,-2.17198
-0.324219,-0.175066,-2.17169
-0.316406,-0.168756,-2.17021
-0.282316,-0.176294,-2.17198
-0.277344,-0.176434,-2.17138
-0.276276,-0.176294,-2.17198
-0.238281,-0.177444,-2.16708
-0.235856,-0.176294,-2.17198
-0.000763726,-0.176294,-2.17198
0.0273438,-0.176354,-2.17172
-0.339844,-0.179438,-2.17272
-0.332031,-0.181602,-2.17322
-0.277344,-0.179706,-2.17278
-0.234976,-0.1839,-2.17376
-0.000825741,-0.1839,-2.17376
0.0273438,-0.185326,-2.16768
-0.234625,-0.191505,-2.17555
0.00070361,-0.191505,-2.17555
0.00182308,-0.193291,-2.16794
-0.238281,-0.200567,-2.17113
-0.234227,-0.199111,-2.17733
0.00390625,-0.197033,-2.17685
0.00509676,-0.199111,-2.17733
-0.238281,-0.208189,-2.17285
-0.23672,-0.206717,-2.17912
0.00696117,-0.206717,-2.17912
-0.238248,-0.214323,-2.1809
-0.167969,-0.215877,-2.17428
0.0096326,-0.214323,-2.1809
-0.230469,-0.221999,-2.18239
-0.230469,-0.221735,-2.18264
-0.230279,-0.221929,-2.18269
-0.167969,-0.223356,-2.17661
0.00788343,-0.221929,-2.18269
0.00721555,-0.223714,-2.17508
-0.230469,-0.2301,-2.18206
-0.22755,-0.229534,-2.18447
-0.175781,-0.230869,-2.17879
-0.167969,-0.230856,-2.17884
-0.160156,-0.231065,-2.17795
0.00722684,-0.229534,-2.18447
-0.230469,-0.238275,-2.18143
-0.225646,-0.23714,-2.18626
-0.175781,-0.238431,-2.18076
0.00453039,-0.23714,-2.18626
-0.230469,-0.245886,-2.18319
-0.226521,-0.244746,-2.18805
0.00390625,-0.245353,-2.18546
0.00484727,-0.244746,-2.18805
-0.227522,-0.252352,-2.18983
0.00390625,-0.246404,-2.18843
-0.000162993,-0.252352,-2.18983
-0.230469,-0.260709,-2.18841
-0.227251,-0.259957,-2.19162
-0.00102119,-0.259957,-2.19162
-0.000308032,-0.261743,-2.18401
-0.230469,-0.264482,-2.19268
-0.231652,-0.267563,-2.1934
-0.00390625,-0.268893,-2.18774
-0.00255839,-0.267563,-2.1934
-0.238281,-0.276606,-2.18907
-0.231516,-0.275169,-2.19519
-0.00390625,-0.275389,-2.19425
-0.003655,-0.275169,-2.19519
-0.238281,-0.280189,-2.19636
-0.242381,-0.282775,-2.19697
-0.00390625,-0.283138,-2.19542
-0.00356456,-0.282775,-2.19697
-0.241367,-0.29038,-2.19876
-0.00390625,-0.288178,-2.19824
-0.00409962,-0.29038,-2.19876
-0.23951,-0.297986,-2.20054
-0.00390625,-0.298699,-2.19751
-0.00390625,-0.2923,-2.19921
-0.0033704,-0.297986,-2.20054
-0.246094,-0.307015,-2.19626
-0.239223,-0.305592,-2.20233
-0.00390625,-0.30588,-2.2011
-0.00360692,-0.305592,-2.20233
-0.246094,-0.314357,-2.19917
-0.242759,-0.313198,-2.20411
-0.00390625,-0.306499,-2.20254
-0.00665343,-0.313198,-2.20411
-0.00547817,-0.314983,-2.19651
-0.246094,-0.321997,-2.20081
-0.243626,-0.320804,-2.2059
-0.00390625,-0.321976,-2.2009
-0.00724865,-0.320804,-2.2059
-0.246094,-0.324421,-2.20675
-0.24823,-0.328409,-2.20768
-0.246094,-0.32969,-2.20223
-0.00390625,-0.32694,-2.20734
-0.00256675,-0.328409,-2.20768
-0.246094,-0.335796,-2.20942
-0.238281,-0.337676,-2.2024
-0.245904,-0.336015,-2.20947
-0.000959896,-0.336015,-2.20947
-0.242196,-0.343621,-2.21125
-0.238281,-0.345364,-2.20383
0.000339087,-0.343621,-2.21125
-0.241923,-0.351227,-2.21304
-0.00390625,-0.347047,-2.21206
-0.00711348,-0.351227,-2.21304
-0.246094,-0.35986,-2.21045
-0.242428,-0.358832,-2.21482
-0.0117188,-0.357191,-2.21444
-0.0129247,-0.358832,-2.21482
-0.246094,-0.366694,-2.21552
-0.245228,-0.366438,-2.21661
-0.0195313,-0.365093,-2.21629
-0.0211555,-0.366438,-2.21661
-0.253906,-0.375173,-2.21359
-0.252149,-0.374044,-2.2184
-0.246094,-0.367532,-2.21687
-0.144531,-0.374164,-2.21789
-0.152344,-0.375268,-2.21318
-0.152344,-0.367522,-2.21686
-0.144531,-0.372826,-2.21811
-0.14377,-0.374044,-2.2184
-0.0288956,-0.374044,-2.2184
-0.0273438,-0.372339,-2.218
-0.0273438,-0.37476,-2.21535
-0.266743,-0.38165,-2.22018
-0.261719,-0.382287,-2.21747
-0.261719,-0.377392,-2.21918
-0.253906,-0.380529,-2.21992
-0.144531,-0.382097,-2.21828
-0.152344,-0.382805,-2.21526
-0.141912,-0.38165,-2.22018
-0.0287052,-0.38165,-2.22018
-0.0273438,-0.382566,-2.21628
-0.270339,-0.389256,-2.22197
-0.269531,-0.389372,-2.22147
-0.269531,-0.387573,-2.22157
-0.261719,-0.390761,-2.21555
-0.160156,-0.388446,-2.22178
-0.159405,-0.389256,-2.22197
-0.160156,-0.382332,-2.21728
-0.144531,-0.390575,-2.21635
-0.136719,-0.388668,-2.22183
-0.136719,-0.389418,-2.22128
-0.136079,-0.389256,-2.22197
-0.0320793,-0.389256,-2.22197
-0.277652,-0.396861,-2.22375
-0.277344,-0.396892,-2.22362
-0.277344,-0.396626,-2.2237
-0.269531,-0.397687,-2.22023
-0.261719,-0.398354,-2.21739
-0.156423,-0.396861,-2.22375
-0.136719,-0.39736,-2.22163
-0.133712,-0.396861,-2.22375
-0.0339196,-0.396861,-2.22375
-0.277344,-0.398719,-2.22419
-0.276768,-0.404467,-2.22554
-0.269531,-0.405135,-2.22269
-0.261719,-0.405375,-2.22167
-0.160156,-0.399364,-2.22434
-0.136719,-0.406036,-2.21885
-0.128906,-0.403353,-2.22528
-0.128906,-0.404569,-2.2251
-0.128286,-0.404467,-2.22554
-0.0390602,-0.404467,-2.22554
-0.0351563,-0.398763,-2.2242
-0.0351563,-0.406142,-2.2184
-0.269531,-0.410253,-2.22689
-0.264151,-0.412073,-2.22732
-0.261719,-0.412176,-2.22688
-0.253906,-0.412524,-2.2254
-0.128906,-0.41242,-2.22584
-0.126159,-0.412073,-2.22732
-0.0419561,-0.412073,-2.22732
-0.261719,-0.412903,-2.22752
-0.258864,-0.419679,-2.22911
-0.253906,-0.420776,-2.22443
-0.246094,-0.421399,-2.22178
-0.128906,-0.420194,-2.22691
-0.121094,-0.415491,-2.22812
-0.121094,-0.4203,-2.22646
-0.118571,-0.419679,-2.22911
-0.0429688,-0.415435,-2.22811
-0.0454536,-0.419679,-2.22911
-0.257459,-0.427284,-2.23089
-0.253906,-0.428978,-2.22368
-0.246094,-0.428637,-2.22513
-0.121094,-0.428635,-2.22514
-0.113281,-0.425057,-2.23037
-0.113281,-0.427855,-2.22846
-0.108827,-0.427284,-2.23089
-0.0489358,-0.427284,-2.23089
-0.261719,-0.435956,-2.22814
-0.259211,-0.43489,-2.23268
-0.208871,-0.43489,-2.23268
-0.207031,-0.433479,-2.23235
-0.207031,-0.435345,-2.23074
-0.204694,-0.43489,-2.23268
-0.113281,-0.435881,-2.22846
-0.105469,-0.432104,-2.23202
-0.105469,-0.435125,-2.23168
-0.104249,-0.43489,-2.23268
-0.0465369,-0.43489,-2.23268
-0.305888,-0.442496,-2.23446
-0.300781,-0.442722,-2.2335
-0.300781,-0.44043,-2.23398
-0.292969,-0.443237,-2.23131
-0.292969,-0.436592,-2.23308
-0.285156,-0.443641,-2.22959
-0.285156,-0.435218,-2.23276
-0.278662,-0.442496,-2.23446
-0.261719,-0.442754,-2.23336
-0.261525,-0.442496,-2.23446
-0.246094,-0.444273,-2.22689
-0.238281,-0.443456,-2.23037
-0.23639,-0.442496,-2.23446
-0.230469,-0.439146,-2.23368
-0.222656,-0.439405,-2.23374
-0.214844,-0.439742,-2.23382
-0.199219,-0.437978,-2.2334
-0.191406,-0.437712,-2.23334
-0.191406,-0.440034,-2.22586
-0.105469,-0.444124,-2.22753
-0.0999835,-0.442496,-2.23446
-0.0429688,-0.44364,-2.22959
-0.0468894,-0.442496,-2.23446
-0.323011,-0.450102,-2.23625
-0.316406,-0.450882,-2.23293
-0.316406,-0.44399,-2.23481
-0.308594,-0.451232,-2.23143
-0.308594,-0.443068,-2.2346
-0.300781,-0.451686,-2.2295
-0.285156,-0.451607,-2.22984
-0.277344,-0.45085,-2.23306
-0.277344,-0.443858,-2.23478
-0.273324,-0.450102,-2.23625
-0.261719,-0.443983,-2.23481
-0.263435,-0.450102,-2.23625
-0.253906,-0.451569,-2.23
-0.246094,-0.450527,-2.23444
-0.238281,-0.444037,-2.23483
-0.243917,-0.450102,-2.23625
-0.0976563,-0.447561,-2.23565
-0.0976563,-0.450782,-2.23335
-0.0964573,-0.450102,-2.23625
-0.0466556,-0.450102,-2.23625
-0.329047,-0.457708,-2.23803
-0.324219,-0.459016,-2.23246
-0.324219,-0.450863,-2.23643
-0.277344,-0.458947,-2.23275
-0.270495,-0.457708,-2.23803
-0.268692,-0.457708,-2.23803
-0.253906,-0.455763,-2.23758
-0.257057,-0.457708,-2.23803
-0.246094,-0.452202,-2.23674
-0.0976563,-0.457908,-2.23718
-0.0923765,-0.457708,-2.23803
-0.0432444,-0.457708,-2.23803
-0.332273,-0.465313,-2.23982
-0.332031,-0.465813,-2.23769
-0.332031,-0.464974,-2.23974
-0.277344,-0.466529,-2.23464
-0.269531,-0.465821,-2.23766
-0.269531,-0.459989,-2.23857
-0.261719,-0.463158,-2.23931
-0.266288,-0.465313,-2.23982
-0.0898438,-0.464133,-2.23954
-0.0898438,-0.465699,-2.23818
-0.0897813,-0.465313,-2.23982
-0.0429688,-0.458102,-2.23813
-0.0351563,-0.465019,-2.23975
-0.0345763,-0.465313,-2.23982
-0.339686,-0.472919,-2.2416
-0.277344,-0.473494,-2.23916
-0.269531,-0.467013,-2.24022
-0.274876,-0.472919,-2.2416
-0.0820313,-0.474614,-2.23438
-0.0857821,-0.472919,-2.2416
-0.0425314,-0.472919,-2.2416
-0.0351563,-0.466313,-2.24005
-0.0351563,-0.47427,-2.23585
-0.347656,-0.477094,-2.24258
-0.35127,-0.480525,-2.24339
-0.339844,-0.473084,-2.24164
-0.277344,-0.481225,-2.24041
-0.277217,-0.480525,-2.24339
-0.0863581,-0.480525,-2.24339
-0.0820313,-0.48143,-2.23954
-0.0585938,-0.474514,-2.24198
-0.065677,-0.480525,-2.24339
-0.0507813,-0.479593,-2.24317
-0.0429688,-0.481749,-2.23817
-0.0429688,-0.47303,-2.24163
-0.356427,-0.488131,-2.24518
-0.355469,-0.48844,-2.24386
-0.355469,-0.487011,-2.24491
-0.277344,-0.489195,-2.24064
-0.274816,-0.488131,-2.24518
-0.0820313,-0.48439,-2.2443
-0.0742188,-0.486068,-2.24469
-0.0664063,-0.481445,-2.24361
-0.0507813,-0.489491,-2.23938
-0.371094,-0.496872,-2.24212
-0.363281,-0.493217,-2.24637
-0.366462,-0.495736,-2.24696
-0.285156,-0.497294,-2.24032
-0.277566,-0.495736,-2.24696
-0.277344,-0.49539,-2.24688
-0.355469,1.1028,-1.87769
-0.347656,1.10183,-1.87357
-0.302381,1.10326,-1.87965
-0.300781,1.10517,-1.8792
-0.300781,1.10256,-1.87667
-0.292969,1.10698,-1.87878
-0.289232,1.11087,-1.87787
-0.417969,1.09981,-1.88046
-0.425781,1.10261,-1.87686
-0.425781,1.10046,-1.88031
-0.417969,1.10249,-1.87638
-0.414517,1.09566,-1.88144
-0.378906,1.09484,-1.87796
-0.376013,1.09566,-1.88144
-0.371094,1.09891,-1.88067
-0.363281,1.0942,-1.87524
-0.363281,1.09865,-1.88073
-0.355469,1.10184,-1.87998
-0.347656,1.0982,-1.88084
-0.339844,1.10017,-1.88038
-0.332031,1.09573,-1.88142
-0.324219,1.0986,-1.88075
-0.316406,1.09528,-1.87984
-0.316406,1.09938,-1.88056
-0.312567,1.09566,-1.88144
-0.307432,1.09566,-1.88144
-0.410156,1.08972,-1.88283
-0.402344,1.0878,-1.88216
-0.402344,1.08873,-1.88306
-0.394531,1.09116,-1.88249
-0.386719,1.09282,-1.8821
-0.378906,1.09434,-1.88174
-0.308594,1.09422,-1.88177
-0.357523,0.935935,-1.91893
-0.355469,0.93587,-1.91865
-0.355469,0.937024,-1.91867
-0.347656,0.935881,-1.9187
-0.347656,0.936816,-1.91872
-0.347004,0.935935,-1.91893
-0.355469,0.932109,-1.91983
-0.349374,0.928329,-1.92071
-0.347656,0.928306,-1.92062
-0.339844,0.928244,-1.92035
-0.339844,0.929345,-1.92047
-0.338872,0.928329,-1.92071
-0.349804,0.920723,-1.9225
-0.347656,0.920655,-1.92221
-0.339844,0.925835,-1.9213
-0.345803,0.920723,-1.9225
-0.347656,0.91608,-1.92359
-0.226592,0.814242,-1.94749
-0.222656,0.813986,-1.9464
-0.222656,0.815347,-1.94723
-0.214844,0.813953,-1.94626
-0.214844,0.815609,-1.94717
-0.207031,0.813478,-1.94424
-0.207031,0.817758,-1.94667
-0.199219,0.813439,-1.94407
-0.199219,0.818573,-1.94648
-0.195552,0.814242,-1.94749
-0.239894,0.806636,-1.94928
-0.238281,0.806443,-1.94845
-0.238281,0.807829,-1.949
-0.230469,0.80553,-1.94456
-0.230469,0.812883,-1.94781
-0.222656,0.805115,-1.9428
-0.196317,0.806636,-1.94928
-0.291636,0.799031,-1.95106
-0.285156,0.798999,-1.95093
-0.285156,0.799165,-1.95103
-0.277344,0.798807,-1.95011
-0.277344,0.800079,-1.95082
-0.269531,0.798535,-1.94895
-0.269531,0.801386,-1.95051
-0.261719,0.798238,-1.94769
-0.261719,0.80277,-1.95019
-0.253906,0.798408,-1.94841
-0.253906,0.801987,-1.95037
-0.246094,0.798228,-1.94764
-0.246094,0.802965,-1.95014
-0.238281,0.797403,-1.94413
-0.200603,0.799031,-1.95106
-0.199219,0.801296,-1.95053
-0.199219,0.798209,-1.94756
-0.317279,0.791425,-1.95285
-0.316406,0.791328,-1.95244
-0.316406,0.792,-1.95271
-0.308594,0.790693,-1.94973
-0.308594,0.795276,-1.95194
-0.300781,0.7901,-1.9472
-0.300781,0.797613,-1.9514
-0.292969,0.789804,-1.94594
-0.292969,0.799002,-1.95107
-0.285156,0.789705,-1.94552
-0.199219,0.790672,-1.94964
-0.199219,0.796288,-1.95171
-0.191406,0.790509,-1.94895
-0.191406,0.797512,-1.95142
-0.183594,0.790366,-1.94834
-0.183594,0.797654,-1.95139
-0.175781,0.790309,-1.9481
-0.175781,0.797265,-1.95148
-0.167969,0.79015,-1.94742
-0.167969,0.797004,-1.95154
-0.160156,0.790188,-1.94758
-0.160156,0.796473,-1.95166
-0.152344,0.790232,-1.94777
-0.152344,0.797032,-1.95153
-0.144531,0.790525,-1.94901
-0.144531,0.796059,-1.95176
-0.136719,0.790617,-1.94941
-0.136719,0.795675,-1.95185
-0.128906,0.790747,-1.94996
-0.128906,0.794846,-1.95205
-0.121094,0.791074,-1.95135
-0.121094,0.793127,-1.95245
-0.116672,0.791425,-1.95285
-0.331857,0.783819,-1.95463
-0.324219,0.783154,-1.9518
-0.324219,0.787314,-1.95381
-0.316406,0.782198,-1.94773
-0.113281,0.790195,-1.95314
-0.113281,0.782341,-1.94834
-0.105469,0.783198,-1.95199
-0.105469,0.786996,-1.95389
-0.101356,0.783819,-1.95463
-0.340745,0.776213,-1.95642
-0.339844,0.775959,-1.95534
-0.339844,0.77763,-1.95609
-0.332031,0.774918,-1.9509
-0.332031,0.783697,-1.95466
-0.0976563,0.779683,-1.9556
-0.0976563,0.775633,-1.95395
-0.0951601,0.776213,-1.95642
-0.339844,0.774648,-1.95679
-0.332031,0.770743,-1.9577
-0.332031,0.767923,-1.95529
-0.32877,0.768608,-1.9582
-0.0976563,0.767194,-1.95218
-0.0918683,0.768608,-1.9582
-0.332031,0.759456,-1.95341
-0.324219,0.766651,-1.95866
-0.324219,0.760048,-1.95593
-0.31708,0.761002,-1.95999
-0.0898438,0.763177,-1.95948
-0.0898438,0.760801,-1.95913
-0.0890091,0.761002,-1.95999
-0.320316,0.753396,-1.96178
-0.0898438,0.752387,-1.95748
-0.0856326,0.753396,-1.96178
-0.327527,0.74579,-1.96356
-0.324219,0.744828,-1.95946
-0.324219,0.74952,-1.96269
-0.320422,0.744005,-1.95595
-0.0898438,0.744084,-1.95629
-0.0839675,0.74579,-1.96356
-0.336597,0.738185,-1.96535
-0.332031,0.737278,-1.96149
-0.332031,0.741387,-1.96459
-0.0828259,0.738185,-1.96535
-0.37389,0.730579,-1.96713
-0.371094,0.730111,-1.96514
-0.371094,0.734141,-1.9663
-0.368232,0.730579,-1.96713
-0.363281,0.729247,-1.96146
-0.346954,0.730579,-1.96713
-0.339844,0.729435,-1.96226
-0.339844,0.735659,-1.96594
-0.0820313,0.729659,-1.96321
-0.0820313,0.736308,-1.96579
-0.0793798,0.730579,-1.96713
-0.3805,0.722973,-1.96892
-0.378906,0.722656,-1.96757
-0.378906,0.725131,-1.96841
-0.363281,0.725699,-1.96828
-0.355469,0.72274,-1.96792
-0.355469,0.723844,-1.96871
-0.347656,0.721537,-1.9628
-0.347656,0.730062,-1.96725
-0.0774877,0.722973,-1.96892
-0.385946,0.715367,-1.9707
-0.378906,0.713988,-1.96483
-0.0820313,0.713765,-1.96387
-0.078198,0.715367,-1.9707
-0.390576,0.707761,-1.97249
-0.386719,0.706968,-1.96911
-0.386719,0.713972,-1.97103
-0.0820313,0.706306,-1.96628
-0.0787364,0.707761,-1.97249
-0.394423,0.700156,-1.97427
-0.386719,0.698571,-1.96752
-0.0820313,0.698486,-1.96716
-0.078819,0.700156,-1.97427
-0.396815,0.69255,-1.97606
-0.394531,0.692132,-1.97428
-0.394531,0.699872,-1.97434
-0.0802121,0.69255,-1.97606
-0.397588,0.684944,-1.97784
-0.394531,0.684372,-1.97541
-0.083502,0.684944,-1.97784
-0.0820313,0.688097,-1.9771
-0.0820313,0.684234,-1.97482
-0.0742188,0.683457,-1.97151
-0.397349,0.677338,-1.97963
-0.394531,0.676805,-1.97736
-0.0868246,0.677338,-1.97963
-0.39737,0.669733,-1.98141
-0.394531,0.669152,-1.97894
-0.0898438,0.668826,-1.97755
-0.0886091,0.669733,-1.98141
-0.396185,0.662127,-1.9832
-0.394531,0.661795,-1.98179
-0.386719,0.660377,-1.97574
-0.0898438,0.661689,-1.98133
-0.0896367,0.662127,-1.9832
-0.395106,0.654521,-1.98498
-0.394531,0.65439,-1.98443
-0.386719,0.652745,-1.97742
-0.0820313,0.653108,-1.97896
-0.0889407,0.654521,-1.98498
-0.394531,0.651447,-1.98571
-0.39369,0.646915,-1.98677
-0.386719,0.645484,-1.98067
-0.0884373,0.646915,-1.98677
-0.0820313,0.64585,-1.98223
-0.392683,0.639309,-1.98856
-0.386719,0.638013,-1.98303
-0.0820313,0.640447,-1.98829
-0.0742188,0.639105,-1.98768
-0.0742188,0.639587,-1.98849
-0.0739911,0.639309,-1.98856
-0.392491,0.631704,-1.99034
-0.386719,0.630466,-1.98507
-0.0742188,0.630797,-1.98648
-0.0726799,0.631704,-1.99034
-0.392285,0.624098,-1.99213
-0.386719,0.622801,-1.9866
-0.0742188,0.624268,-1.99209
-0.0742928,0.624098,-1.99213
-0.392091,0.616492,-1.99391
-0.386719,0.615141,-1.98815
-0.0742188,0.614877,-1.98703
-0.080821,0.616492,-1.99391
-0.392365,0.608886,-1.9957
-0.386719,0.607437,-1.98952
-0.0818054,0.608886,-1.9957
-0.392252,0.601281,-1.99748
-0.386719,0.599769,-1.99104
-0.0863598,0.601281,-1.99748
-0.0820313,0.60844,-1.9958
-0.0820313,0.600672,-1.99489
-0.0742188,0.599523,-1.99
-0.392759,0.593675,-1.99927
-0.386719,0.592057,-1.99238
-0.0881912,0.593675,-1.99927
-0.0820313,0.59271,-1.99516
-0.0742188,0.592141,-1.99273
-0.393043,0.586069,-2.00105
-0.0880752,0.586069,-2.00105
-0.0820313,0.584708,-1.99525
-0.0750049,0.584284,-1.99345
-0.393817,0.578463,-2.00284
-0.0875274,0.578463,-2.00284
-0.393921,0.570857,-2.00462
-0.0898438,0.569266,-1.99784
-0.0858598,0.570857,-2.00462
-0.395897,0.563252,-2.00641
-0.394531,0.562916,-2.00498
-0.394531,0.568086,-2.00527
-0.0898438,0.561897,-2.00064
-0.0827895,0.563252,-2.00641
-0.3956,0.555646,-2.00819
-0.394531,0.555374,-2.00704
-0.0820313,0.561546,-2.00681
-0.0820313,0.555159,-2.00612
-0.0806719,0.555646,-2.00819
-0.396194,0.54804,-2.00998
-0.394531,0.547637,-2.00826
-0.0820313,0.546988,-2.0055
-0.0793501,0.54804,-2.00998
-0.398712,0.540434,-2.01176
-0.394531,0.539005,-2.00568
-0.0820313,0.53907,-2.00595
-0.0788924,0.540434,-2.01176
-0.400145,0.532829,-2.01355
-0.0820313,0.5314,-2.00746
-0.0782837,0.532829,-2.01355
-0.401199,0.525223,-2.01533
-0.0820313,0.523726,-2.00896
-0.0762229,0.525223,-2.01533
-0.400774,0.517617,-2.01712
-0.0742188,0.520312,-2.01649
-0.0742188,0.517316,-2.01584
-0.0692543,0.517617,-2.01712
-0.400027,0.510011,-2.01891
-0.0742188,0.508875,-2.01406
-0.0664063,0.509405,-2.01632
-0.0664063,0.515718,-2.01757
-0.0621985,0.510011,-2.01891
-0.39983,0.502405,-2.02069
-0.0664063,0.500859,-2.0141
-0.0585938,0.502231,-2.01995
-0.0585938,0.504429,-2.02022
-0.0578305,0.502405,-2.02069
-0.400039,0.4948,-2.02248
-0.0585938,0.49396,-2.0189
-0.0549983,0.4948,-2.02248
-0.400601,0.487194,-2.02426
-0.0585938,0.485533,-2.01719
-0.0522124,0.487194,-2.02426
-0.401037,0.479588,-2.02605
-0.0507813,0.484083,-2.02499
-0.0507813,0.479104,-2.02398
-0.0494996,0.479588,-2.02605
-0.401216,0.471982,-2.02783
-0.0507813,0.471322,-2.02502
-0.0489045,0.471982,-2.02783
-0.403151,0.464377,-2.02962
-0.402344,0.464055,-2.02825
-0.402344,0.468255,-2.02871
-0.139594,0.464377,-2.02962
-0.136719,0.469081,-2.02851
-0.136719,0.463986,-2.02795
-0.134819,0.464377,-2.02962
-0.0507813,0.463237,-2.02476
-0.0478369,0.464377,-2.02962
-0.404115,0.456771,-2.0314
-0.402344,0.456067,-2.0284
-0.136719,0.461227,-2.03036
-0.128906,0.459109,-2.03085
-0.128906,0.45647,-2.03012
-0.132766,0.456771,-2.0314
-0.123661,0.456771,-2.0314
-0.0507813,0.455263,-2.02498
-0.0429688,0.456696,-2.03108
-0.0429688,0.457157,-2.03131
-0.0427197,0.456771,-2.0314
-0.404642,0.449165,-2.03319
-0.402344,0.448003,-2.02824
-0.129342,0.449165,-2.03319
-0.128906,0.449145,-2.0331
-0.121094,0.454378,-2.03196
-0.121094,0.448871,-2.03194
-0.115964,0.449165,-2.03319
-0.0429688,0.447985,-2.02816
-0.0400285,0.449165,-2.03319
-0.402344,0.440871,-2.03204
-0.402344,0.442956,-2.03465
-0.394531,0.44557,-2.03403
-0.393675,0.441559,-2.03497
-0.136719,0.440442,-2.03021
-0.136719,0.442845,-2.02665
-0.139269,0.439774,-2.02737
-0.128906,0.447828,-2.0335
-0.128906,0.441302,-2.03388
-0.121094,0.44479,-2.03421
-0.0410536,0.439774,-2.02737
-0.0366568,0.441559,-2.03497
-0.402344,0.432622,-2.03108
-0.393944,0.433953,-2.03676
-0.136719,0.435819,-2.0283
-0.136719,0.433924,-2.03663
-0.136782,0.433953,-2.03676
-0.136719,0.434023,-2.03674
-0.128906,0.439662,-2.03542
-0.134324,0.432168,-2.02915
-0.107111,0.433953,-2.03676
-0.113281,0.433564,-2.0351
-0.113281,0.440651,-2.03519
-0.0351563,0.43324,-2.03372
-0.0351563,0.438605,-2.03567
-0.0334038,0.433953,-2.03676
-0.402344,0.424986,-2.03274
-0.394184,0.426348,-2.03854
-0.136719,0.433499,-2.03687
-0.14392,0.424562,-2.03094
-0.144531,0.425067,-2.03082
-0.144531,0.424631,-2.03123
-0.134274,0.426348,-2.03854
-0.133756,0.424562,-2.03094
-0.105469,0.433017,-2.03698
-0.105469,0.425719,-2.03587
-0.113281,0.425891,-2.0366
-0.102345,0.426348,-2.03854
-0.0351563,0.425116,-2.0333
-0.0321877,0.426348,-2.03854
-0.393128,0.418742,-2.04033
-0.128906,0.418399,-2.03887
-0.128906,0.422198,-2.03952
-0.132445,0.416957,-2.03272
-0.101031,0.418742,-2.04033
-0.105469,0.417951,-2.03696
-0.030919,0.418742,-2.04033
0.14717,0.418742,-2.04033
0.152344,0.41825,-2.03823
0.152344,0.422099,-2.03954
0.160156,0.418153,-2.03782
0.160156,0.423237,-2.03927
0.167869,0.418742,-2.04033
-0.391439,0.411136,-2.04211
-0.128906,0.412779,-2.0337
